"<ID>";"ATPD_00101";"GTIN achat";"ATPDA_72101260";"ATPD_200133"
"AUCH_ACHA_106717085";"A0220060327000547366";"3262970808025";"";"Alsace Lait fromage blanc 2.8% 4x100g"
"AUCH_ACHA_106718293";"A0220050322000302888";"3262970703993";"";"crème légère pour le café à 10% de matière grasse stérilisée UHT"
"AUCH_ACHA_106718676";"A0220041014000243234";"3451790857188";"";"Crème entière 30% MG stérilisée UHT "
"AUCH_ACHA_106718694";"A0220040914000242434";"3428272040062";"";"Lait écrémé stérilisé UHT sans lactose (<lt/>0,1 g/100 ml) et enrichi en vitamine D."
"AUCH_ACHA_106720579";"A0220040130000219911";"3373960003327";"";"Le Ventoux fromage faisselle au lait de chèvre 6%mg 4x125g"
"AUCH_ACHA_106720733";"A0220031105000015884";"3254550006013";"";"CREME A LA VANILLE DE MADAGASCAR"
"AUCH_ACHA_106720905";"A0220030807000049691";"3596710405602";"AB Agriculture biologique;Eurofeuille";"Lait demi-écrémé biologique stérilisé UHT "
"AUCH_ACHA_106722823";"A0219980903000648942";"3023292259014";"";"Dessert lacté au chocolat"
"AUCH_ACHA_106722878";"A0219980602000642615";"3428271980048";"AB Agriculture biologique;Eurofeuille";"Lait demi-écrémé issu de l'agriculture biologique stérilisé UHT"
"AUCH_ACHA_106723099";"A0220000428000370858";"3297760097006";"";"C&A SSA Pomme 4x100g"
"AUCH_ACHA_106722708";"A0219890427000037316";"3176571732286";"";"Boisson lactée goût chocolat stérilisée UHT, enrichie en vitamine D"
"AUCH_ACHA_106722756";"A0219861107000044667";"3176571664006";"Lait collecté et conditionné en France";"Lait demi écrémé stérilisé U.H.T."
"AUCH_ACHA_106722772";"A0220000801000803533";"3279231149001";"";"Yaourt sucré à la vanille"
"AUCH_ACHA_106722791";"A0220000713000801721";"3596710453450";"";"lait écrémé stérilisé UHT"
"AUCH_ACHA_106724008";"A0220001211000043523";"3578840000049";"";"Yaourt pur brebis nature 2x125g"
"AUCH_ACHA_106722801";"A0220000920000805808";"3023290643488";"";"Clafoutis aux cerises"
"AUCH_ACHA_106722897";"A0219980217000309052";"3155251302438";"";"Crème légère semi épaisse 18% MG stérilisée UHT"
"AUCH_ACHA_106722907";"A0220011218000541497";"3596710414864";"";"lait entier stérilisé UHT"
"AUCH_ACHA_106723365";"A0219980313000326558";"3302551181502";"";"crème fraiche fluide"
"AUCH_ACHA_106723366";"A0220010313000301129";"3428272000059";"";"Lait pasteurisé demi-écrémé pasteurisation haute"
"AUCH_ACHA_106724034";"A0219991005000043070";"3428272970154";"AB Agriculture biologique;Eurofeuille";"Lait écrémé issu de l'agriculture biologique stérilisé UHT"
"AUCH_ACHA_106724322";"A0219920512000036685";"3254560366855";"";"Crèmes Desserts Panachées, saveur Vanille, au Caramel aromatisé et au Chocolat"
"AUCH_ACHA_106724434";"A0219881206000033752";"3252214970069";"";"Lait fermenté"
"AUCH_ACHA_106724452";"A0219861107000044613";"3155250001554";"";"Crème légère à 15% MG"
"AUCH_ACHA_106724390";"A0219940414000014680";"3176572555280";"";"Dessert lacté au chocolat"
"AUCH_ACHA_106724031";"A0219910417000027213";"3045320080216";"";"Spécialité de pomme à la  vanille."
"AUCH_ACHA_106724379";"A0219950614000042137";"3428272950064";"AB Agriculture biologique;Eurofeuille";"Lait  demi-écrémé issu de l'agriculture biologique stérilisé UHT"
"AUCH_ACHA_106724572";"A0220000407000018284";"3456770005382";"";"Yaourts brassés sucrés, aux fruits et aromatisés"
"AUCH_ACHA_106724608";"A0219910820000013598";"3254550014711";"Appellation Origine Protégée;Appellation d'origine contrôlée";"Crème Fraîche d'Isigny"
"AUCH_ACHA_106966869";"A0220120912000187144";"3487130217343";"";"Gâteau de riz sur lit de caramel"
"AUCH_ACHA_106967292";"P02000000000058";"3412290005165";"";"Yaourt à boire sucré aromatisé saveur vanille"
"AUCH_ACHA_106967414";"P020000000000F1";"3456774773621";"";"Fromage blanc nature au lait demi-écrémé pasteurisé, contient plus de 82% d'humidité."
"AUCH_ACHA_106969799";"P0200000000069M";"3456770946227";"";"YAOURT BRASSE SUCRE A LA NOIX DE COCO ET AROMATISE"
"AUCH_ACHA_107021982";"A0220040614000181829";"3262830092502";"";"AEROSOL CREME FOUETTE LEGERE"
"AUCH_ACHA_107022924";"A0220070221000189583";"3487130211570";"";"Blanc en neige posé sur une crème anglaise, accompagné d'un sachet de caramel"
"AUCH_ACHA_107023961";"A0220110511000181242";"3456776721057";"";"dessert lacté saveur chocolat"
"AUCH_ACHA_121600973";"P02000000000XYA";"5201037711937";"";"Yaourt Grec égoutté 5% matières grasses"
"AUCH_ACHA_122164472";"P02000000000Y24";"3426317622075"
"AUCH_ACHA_122164463";"P02000000000Y20";"3426317542014"
"AUCH_ACHA_122164467";"P02000000000Y1R";"3426313140054"
"AUCH_ACHA_122574663";"P02000000000Y28";"3426317722089"
"AUCH_ACHA_122574662";"P02000000000Y25";"3426318821507"
"AUCH_ACHA_122574659";"P02000000000Y27";"3426318788503"
"AUCH_ACHA_122574661";"P02000000000Y29";"3426317722058"
"AUCH_ACHA_123110054";"P02000000000Y70";"3661344688339";"AB Agriculture biologique;Eurofeuille";"Yaourt bio, sucré, à la vanille"
"AUCH_ACHA_123946578";"P02000000000YJX";"3329770078642";"";"Yaourt à boire sucré aromatisé "
"AUCH_ACHA_123946579";"P02000000000YK3";"3329770078635";"";"Yaourt à boire sucré aromatisé "
"AUCH_ACHA_126372834";"P02000000000ZB2";"3033491698231";"";"Spécialité laitière nature"
"AUCH_ACHA_126464850";"P02000000000ZDM";"3033491704642";"";"Spécialité laitière nature"
"AUCH_ACHA_128515321";"P02000000000ZWR";"3329770076860";"";"Yaourt brassé sucré aux fruits, aromatisé"
"AUCH_ACHA_129253325";"P0200000000106H";"3297760098942";"";"Purée de Pommes SSA  spécialité de Pommes/Bananes/Vanille SSA spécialité de Pommes/Fraises SSA spécialité de Poires/Pommes SSA"
"AUCH_ACHA_130983958";"A0220121126000189089";"3248340046976"
"AUCH_ACHA_134518607";"P02000000001321";"3033491633591";"";"Spécialité laitière sucrée à la mangue et fruit de la passion, aromatisée, enrichie en calcium"
"AUCH_ACHA_139482790";"P020000000016LG";"3033491605048";"";"Lait fermenté sucré aux fruits mixés aromatisé et au Bifidus"
"AUCH_ACHA_140871817";"P0200000000175F";"5690845000621";"";"Isey Skyr est une spécialité laitière concentrée et fermentée produite à partir de lait écrémé pasteurisé"
"AUCH_ACHA_141834822";"P020000000017JQ";"3023290055717";"";"Crème dessert à la vanille de Madagascar"
"AUCH_ACHA_142883678";"P020000000017RY";"3770000451733";"Eurofeuille"
"AUCH_ACHA_142883215";"P020000000017RS";"3770000451061";"Eurofeuille"
"AUCH_ACHA_153073377";"P020000000018MX";"3329770075368";"";"Yaourt à boire sucré aromatisé"
"AUCH_ACHA_154871143";"P020000000018V9";"3286151215204"
"AUCH_ACHA_155124632";"P020000000018X2";"3023290055649";"";"Mousse lactée à l’arôme naturel de vanille et riz au lait"
"AUCH_ACHA_158070855";"P020000000019IN";"3329770080140";"";"Spécialité laitière sucrée, à la vanille"
"AUCH_ACHA_159832221";"P020000000019TC";"3329770079335";"";"Yaourt à boire sucré aromatisé "
"AUCH_ACHA_161066142";"P02000000001A2T";"3770000402599";"Eurofeuille";"Riz au lait traditionnel au lait de vache entier fermier bio pasteurisé à l'extrait de vanille bio"
"AUCH_ACHA_104564964";"A0219930702000041641";"3254560416413";"";"Beurre pasteurisé doux, 82% de matière grasse"
"AUCH_ACHA_106617218";"A0220140408000790484";"3523230029315";"Eurofeuille;AB Agriculture biologique";"Beurre biologique demi-sel aux cristaux de sel de mer de Noirmoutier"
"AUCH_ACHA_106617365";"A0220050217000026791";"3523230000819";"AB Agriculture biologique;Eurofeuille";"Beurre Biologique doux. 82% de matières grasses"
"AUCH_ACHA_106646638";"P020000000001HR";"3412290016192";"";"Beurre doux"
"AUCH_ACHA_106646271";"P0200000000019B";"3596710435265";"";"Beurre doux à teneur réduite en lactose (<lt/> 0,01%) 82% de matière grasse"
"AUCH_ACHA_106646796";"P020000000001KK";"3366321053949";"";"Mélange de matières grasses à tartiner et à cuire allégée à 52%MG"
"AUCH_ACHA_106648472";"P020000000002SJ";"3155251205296";"Point vert";"Matière grasse à tartiner à 55% de Mat.Gr. doux riche en oméga 3 et en vitamines E et B1"
"AUCH_ACHA_106648905";"P0200000000035K";"3366321054212";"";"Matière grasse à tartiner légère (38% de M.G.)"
"AUCH_ACHA_106651707";"P02000000000548";"3366321052003";"";"Matière grasse à tartiner et à cuire allégée (51 % MG), enrichie en vitamine B1"
"AUCH_ACHA_106654860";"P0200000000075Q";"3596710464616";"Eurofeuille";"beurre doux biologique, 82% de matière grasse minimum"
"AUCH_ACHA_106655139";"P020000000007F9";"3155251208082";"";"Beurre doux"
"AUCH_ACHA_106657331";"P020000000008TR";"8719200031449";"";"Matière grasse végétale allégée (50%M.G), à tartiner, à pâtisser et à cuire, enrichie en vitamines A et D."
"AUCH_ACHA_106661187";"P02000000000CEA";"8719200056626";"";"Liquide végétal pour la cuisson (79% M.G.), enrichi en vitamine D."
"AUCH_ACHA_106666274";"P02000000000K8Z";"3414170006019";"";"Beurre de Savoie"
"AUCH_ACHA_106684235";"A0220151222000018701";"3412290016185";"";"Paysan Breton - Beurre moulé aux cristaux de sel de Guérande 250gr "
"AUCH_ACHA_106684669";"A0220151112000012507";"3596710483181";"";"Beurre léger doux, 40% de matière grasse"
"AUCH_ACHA_106687441";"A0220150312000805215";"3155250367063";"";"Beurre doux 82% MG"
"AUCH_ACHA_106689650";"A0220140806000796926";"3256760003219";"";"Beurre rouleau Gillot 82% de MG"
"AUCH_ACHA_106692741";"A0220130502000645091";"3596710376674";"";"beurre pasteurisé doux à 82% de matière grasse"
"AUCH_ACHA_106693734";"A0220130322000542987";"3451790934865";"";"BEURRE DOUX 82% M.G."
"AUCH_ACHA_106705204";"A0220101118000026291";"3412290011104";"";"Beurre demi-sel"
"AUCH_ACHA_106707383";"A0220100621000027067";"3596710353637";"";"Beurre à teneur réduite en matière grasse (60% de matière grasse) demi-sel"
"AUCH_ACHA_106707391";"A0220100621000027066";"3596710353620";"";"Beurre à teneur réduite en matière grasse (60% de matière grasse) doux"
"AUCH_ACHA_106716073";"A0220061220000031814";"3228024060221";"";"Beurre demi-sel"
"AUCH_ACHA_106716294";"A0220061117000015521";"3228024060184";"";"Beurre  pasteurisé demi-sel 80% MG"
"AUCH_ACHA_106718741";"A0220040702000235414";"3451790563379";"";"Beurre à teneur réduite en M.G. (60%) demi-sel"
"AUCH_ACHA_106722842";"A0220001222000644936";"3596710035922";"";"Beurre"
"AUCH_ACHA_106722768";"A0220030122000792848";"3184030001125";"";"Beurre demi-sel au sel de Guérande"
"AUCH_ACHA_106724409";"A0220001108000026837";"3228022000243";"";"Beurre doux"
"AUCH_ACHA_106724602";"A0219970408000013929";"3155250301463";"";"Matière grasse laitière à tartiner à 15% MG demi-sel enrichi en vitamines A et E."
"AUCH_ACHA_106724070";"A0220020416000044135";"3412290011074";"";"Paysan Breton - Beurre moulé demi sel  125gr "
"AUCH_ACHA_107021986";"A0220051130000185583";"3278310003685";"Point vert";"Beurre Moulin d'Or 250g doux"
"AUCH_ACHA_131993041";"P020000000011EC";"8719200204195";"";"Matière grasse à tartiner 75% "
"AUCH_ACHA_132184635";"P020000000011HZ";"3252920018314";"AB Agriculture biologique";"BEURRE BARATTE BIO SEL DE GUERANDE POT CARTON 125 G"
"AUCH_ACHA_137201231";"P0200000000157O";"3366321053383";"";"Matière grasse à tartiner et à cuire allégée (52 % MG), enrichie en vitamine B1"
"AUCH_ACHA_138406976";"P020000000015V7";"3700870014684";"Appellation Origine Protégée";"Beurre demi-sel"
"AUCH_ACHA_104502228";"P0200000000099N";"3596710466078";"Eurofeuille";"18 œufs de catégorie A de poules élevées en plein air biologiques* (code commençant par 0 sur l’œuf), calibre Moyen ou Gros * Conformément au mode de production biologique. "
"AUCH_ACHA_104502189";"P020000000007UF";"3596710466054";"Eurofeuille";"6 œufs de catégorie A de poules élevées en plein air biologiques* (code commençant par 0 sur l’œuf), calibre Moyen ou Gros. * Conformément au mode de production biologique. "
"AUCH_ACHA_104502207";"P02000000000IL8";"3596710479177";"";"12 œufs de catégorie A de poules élevées en cage (code commençant par 3 sur l'œuf), datés du jour de ponte. Calibre moyen ou gros (Mention indiquée sur le couvercle de la boîte). "
"AUCH_ACHA_104502210";"P02000000000425";"3596710456642"
"AUCH_ACHA_104970008";"P02000000000V8R";"3273021240008";"AB Agriculture biologique";"6 OEUFS BIO CORSOEUF"
"AUCH_ACHA_105542475";"P02000000000W4R";"3483500004476"
"AUCH_ACHA_105542478";"P02000000000W4S";"3483500002236"
"AUCH_ACHA_105542476";"P02000000000W4T";"3483500013416";"AB Agriculture biologique;Eurofeuille"
"AUCH_ACHA_106646231";"P02000000000165";"3273050920131"
"AUCH_ACHA_106659332";"P02000000000A29";"3323870506746";"";"12 oeufs moyens de poules élevées en plein air"
"AUCH_ACHA_106662502";"P02000000000CXA";"3760150111564";"";"20 Oeufs de poules élevées au sol"
"AUCH_ACHA_106665107";"P02000000000FR2";"3441584184835";"AB Agriculture biologique;Eurofeuille";"6 Oeufs Bio Breizh'on Egg"
"AUCH_ACHA_106666297";"P02000000000KF7";"3760150111885";"AB Agriculture biologique";"6 OEUFS BIO LA NOUVELLE AGRICULTURE TOUT CALIBRE"
"AUCH_ACHA_106667737";"P02000000000PFB";"3309730768554";"AB Agriculture biologique";"BOITE DE 15 ŒUFS BIO Français"
"AUCH_ACHA_106667692";"P02000000000PEV";"3302191304064";"Eurofeuille;AB Agriculture biologique;Triman";"œuf "
"AUCH_ACHA_106668229";"P02000000000QKQ";"3262581043129";"";"OEUF BURELAND PLEIN AIR X12"
"AUCH_ACHA_106686248";"A0220150616000809929";"3760150111229";"Eurofeuille;AB Agriculture biologique;Point vert";"BIO LUSTUCRU OEUF TRES GROS X6"
"AUCH_ACHA_106687315";"A0220150318000805484";"3282070015307";"AB Agriculture biologique";"04 oeufs Gros de catégorie A de poules élevées en plein air selon le mode de production biologique"
"AUCH_ACHA_106716408";"A0220061018000384493";"3282070012504";"";"20 Oeufs DJP Matines TC"
"AUCH_ACHA_106722848";"A0219980611000643748";"3251320021030";"AB Agriculture biologique";"10 ŒUFS LOUE BIO FERMIERS MOYEN"
"AUCH_ACHA_131252379";"P0200000000113E";"3282070099291";"";"12 PPA MATINES PANIER DU POULAILLER"
"AUCH_ACHA_106658793";"P020000000009PF";"0038900711740";"";"FRUITS TROPICAUX 198G DOLE"
"AUCH_ACHA_106715875";"A0220070330000049879";"3596710319619";"";"Gâteau fondant au chocolat"
"AUCH_ACHA_106720614";"A0220040116000219090";"3596710216260";"";"Flan pâtissier"
"AUCH_ACHA_104758261";"A0220150617000809958";"3060921460595"
"AUCH_ACHA_104758287";"A0220111118000029031";"3060921460762";"";"FROMAGE A PATE PRESSEE NON CUITE"
"AUCH_ACHA_104758272";"A0220150617000809957";"3060921460748";"";"Gouda jeune Fromage à pâte pressée non cuite au lait pasteurisé de vache"
"AUCH_ACHA_105775638";"A0220120906000019663";"8024398629485";"";"Gorgonzola Mascarpone 200gr PV"
"AUCH_ACHA_106646495";"P020000000001G4";"3176582016252";"";"RACLETTE 48% Mat. Gr./E.S."
"AUCH_ACHA_106646791";"P020000000001KM";"3073781074994";"";"Fromage au lait pasteurisé"
"AUCH_ACHA_106646797";"P020000000001KN";"3073781075007";"";"Fromage au lait pasteurisé"
"AUCH_ACHA_106646798";"P020000000001KP";"3073781069259";"";"fromage"
"AUCH_ACHA_106647637";"P020000000002B2";"3412290070101";"";"Fromage fouetté Nature au Sel de Guérande"
"AUCH_ACHA_106647647";"P020000000002BI";"3073781081619";"";"Spécialité fromagère fondue"
"AUCH_ACHA_106648337";"P020000000002RO";"3228021170039";"";"Camembert au lait de vache pasteurisé."
"AUCH_ACHA_106648889";"P0200000000034X";"3228021170046";"";"Emmental Françcais râpé (fromage à pâte pressée cuite)"
"AUCH_ACHA_106647905";"P020000000002DQ";"3596710462582";"";"Tranches moelleuses de Maasdam - fromage à pâte pressée non cuite au lait pasteurisé"
"AUCH_ACHA_106648112";"P020000000002KI";"3228021170015";"";"Camembert au lait pasteurisé"
"AUCH_ACHA_106648155";"P020000000002O6";"3596710451425";"Eurofeuille";"emmental au lait pasteurisé biologique - fromage à pâte pressée cuite, riche en calcium"
"AUCH_ACHA_106648895";"P0200000000034V";"3228021170053";"";"FROMAGE AU LAIT DE CHEVRE PASTEURISE"
"AUCH_ACHA_106648936";"P0200000000036Y";"3596710451890";"";"Fromage à pâte pressée cuite - 6 mois d'affinage minimum"
"AUCH_ACHA_106649476";"P020000000003K3";"3161711000622";"";"Fromage de France à pâte molle"
"AUCH_ACHA_106649478";"P020000000003KW";"3222110028775";"";"Fromage français à pâte molle, à la crème, au lait de vache pasteurisé."
"AUCH_ACHA_106650406";"P02000000000472";"3341504004659";"";"Crème de fromage fondu au lait de vache"
"AUCH_ACHA_106650475";"P0200000000049V";"3073781089387";"";"Bouchées décongelées de fromage à l'ail et aux fines herbes fourrées au saumon fumé pasteurisé"
"AUCH_ACHA_106650516";"P020000000004AC";"3596710452101";"Appellation d'Origine Protégée;Eurofeuille";"Mozzarella di Bufala Campana AOP (Appellation d'Origine Protégée) issue de l’agriculture biologique Fromage à pate filée, conservé en saumure Production certifiée par IT-BIO-007 Distribution certifiée par FR-BIO-01"
"AUCH_ACHA_106651196";"P020000000004VG";"3228023170068";"";"Coulommiers Fromage à pâte molle au lait de vache pasteurisé"
"AUCH_ACHA_106651224";"P020000000004WT";"3596710458653";"";"AOP Roquefort"
"AUCH_ACHA_106651820";"P02000000000551";"3596710443789";"Appellation d'Origine Protégée";"Comté Appellation d'Origine Protégée Fromage à pâte pressée cuite"
"AUCH_ACHA_106652683";"P020000000005O7";"3596710452132";"Eurofeuille";"Tranchettes de Gouda biologique - Fromage à pâte pressée non cuite au lait pasteurisé biologique Conditionnement certifié par NL-BIO-01. Distribution certifiée par FR-BIO-01."
"AUCH_ACHA_106653212";"P020000000005XA";"3073781099621";"";"fromage"
"AUCH_ACHA_106654534";"P020000000006VK";"3596710459056";"";"Grana Padano AOP - Fromage à pâte dure et cuite, râpé"
"AUCH_ACHA_106655117";"P020000000007CS";"3260890000086";"Eurofeuille";"Tourteau fromagé"
"AUCH_ACHA_106655403";"P020000000007LO";"8000430133356";"Eurofeuille";"Fromage à pâte filée biologique"
"AUCH_ACHA_106656705";"P020000000008E6";"3228024180042";"AB Agriculture biologique";"Emmental râpé (fromage à pâte pressée cuite) au LAIT de vache pasteurisé"
"AUCH_ACHA_106656265";"P02000000000871";"3272770013499";"";"Fromage Ail et Fines Herbes au Lait Pasteurisé."
"AUCH_ACHA_106657046";"P020000000008Q2";"3073781110500";"";"Spécialité fromagère fondue"
"AUCH_ACHA_106657830";"P0200000000094U";"3596710473229";"Eurofeuille";"emmental râpé au lait pasteurisé biologique - fromage à pâte pressée cuite, riche en calcium"
"AUCH_ACHA_106658509";"P020000000009GD";"3073781115673";"";"Fromage au lait pasteurisé"
"AUCH_ACHA_106659358";"P02000000000A31";"3303320001564";"";"Barquette ""Découverte"" 3 fromages Chèvre"
