"cui";"Marque commerciale eCommerce";"Libellé Web";"Quantité vendue"
"P020000000011HZ";"LE GALL";"Beurre bio au sel de Guérande";"125g"
"P0200000000157O";"ST HUBERT";"Omega 3 doux tartine et cuisson";"510g"
"P020000000015V7";"MAISON LESCURE";"Mini-beurre traditionnel demi-sel";"8x15g"
"P02000000000165";"COCORETTE";"Oeufs de poules élevées en plein air";"18 œufs"
"A0220150616000809929";"LUSTUCRU";"Oeufs très gros bio";"6 œufs"
"A0220150318000805484";"MATINES";"Œuf gros bio de poules élevées en plein air sans OGM";"4 oeufs"
"A0220061018000384493";"MATINES";"Oeuf frais daté du jour de ponte";"20 œufs"
"A0219980611000643748";"LOUE";"Oeufs bio de poules élevées en plein air";"10 œufs"
"P02000000000425";"AUCHAN";"Œuf de cailles cru";"18 œufs"
"P020000000007UF";"AUCHAN BIO";"Oeufs de poules élevées en plein air filière responsable";"6 œufs"
"P0200000000099N";"AUCHAN BIO";"Oeufs de poules élevées en plein air filière responsable";"18 œufs"
"P02000000000A29";"QUI EST MON ELEVEUR ?";"Oeufs de poules élevées en plein air";"12 oeufs"
"P02000000000CXA";"LUSTUCRU";"Oeufs tout frais";"20 oeufs"
"P02000000000FR2";"BREIZH ON EGG";"Oeufs bio de poules élevées en plein air bio";"6 oeufs"
"P02000000000IL8";"AUCHAN";"Oeufs datés du jour de ponte sans ogm";"12 oeufs"
"P02000000000KF7";"LA NOUVELLE AGRICULTURE";"Oeufs bio de poules élevées en plein air";"6 oeufs"
"P02000000000PEV";"LA PLUME BLANCHE";"Oeufs frais bio";"8 oeufs"
"P02000000000PFB";"LA PLUME BLANCHE";"Oeufs bio de poules";"15 oeufs"
"P02000000000QKQ";"BURELAND";"Oeufs de poules élevés en plein air";"12 oeufs"
"P02000000000V8R";"CORSOEUF";"Oeufs de poules moyens élevées en plein air bio";"6 oeufs"
"P02000000000W4R";"VAL DE BELLE";"Oeufs de plein air";"24 oeufs"
"P02000000000W4S";"VAL DE BELLE";"Oeufs de plein air gros";"12 oeufs"
"P02000000000W4T";"VAL DE BELLE";"Oeufs bio";"x6"
"P0200000000113E";"MATINES";"Oeufs de poules élevées en plein air tailles différentes";"12 oeufs"
"A0220070330000049879";"AUCHAN";"Les Desserts Gâteau fondant au chocolat";"100g"
"A0220040116000219090";"AUCHAN";"Flan pâtissier";"140g"
"P020000000009PF";"SANS MARQUE";"Fruits tropicaux";"200g"
"P02000000000551";"AUCHAN";"Comté râpé AOP";"150g"
"A0220060515000642787";"DODIN";"Fromage non affiné";"250g"
"A0219940304000040061";"TRESANA";"Fromage à tartiner et cuisiner aux fines herbes";"200g"
"P020000000002DQ";"AUCHAN";"Tranches moelleuses";"150g"
"P020000000001KM";"BOURSIN";"Fromage à tartiner à l'échalote et aux fines herbes";"150g"
"P0200000000049V";"BOURSIN";"Billes de fromage à l'ail et fines herbes cœur de saumon";"75g"
"P020000000001KN";"BOURSIN";"Fromage à tartiner aux figues et 3 noix";"150g"
"P020000000001KP";"BOURSIN";"Fromage à tartiner à l'ail et aux fines herbes";"250g"
"P020000000002RO";"PRESIDENT";"Camembert au lait pasteurisé fabriqué en Normandie";"250g"
"P020000000002KI";"PRESIDENT";"Camembert de campagne au lait pasteurisé";"250g"
"P020000000002BI";"APERICUBE";"Cubes de fromage apéritif Sucré Salé";"250g"
"P020000000004VG";"PRESIDENT";"Coulommiers";"350g"
"A0220160517000037186";"ST MORET";"Fromage à tartiner";"150g"
"A0220160317000030129";"COUSTERON";"Fromage au lait de vache pasteurisé";"320g"
"A0220151113000012652";"BABYBEL";"Fromage maxi format moelleux et généreux";"380g"
"A0220151008000865116";"ENTREMONT";"Emmental râpé français extra fin";"300g"
"A0220151008000865119";"ENTREMONT";"Emmental râpé";"160g"
"A0220120828000546286";"PRESIDENT";"Le Bleu";"145g"
"A0220120516000243370";"ST MORET";"Fromage à tartiner allégé";"300g"
"A0220120503000012598";"ST MORET";"Ligne et plaisir fromage allégé";"2x300g"
"A0220150512000807655";"ST MORET";"Fromage à tartiner";"300g"
"A0220140418000791064";"ST MORET";"Fromage à tartiner";"225g"
"A0220140418000791058";"ST MORET";"Fromage à tartiner";"400g"
"A0220140522000792288";"ST MORET";"Fromage à tartiner allégé";"150g"
"A0220110331000322272";"TARTARE";"Fromage frais à tartiner à l'ail et fines herbes";"250g"
"A0220070626000240922";"ENTREMONT";"Fromage à raclette saveur d'antan";"350g"
"A0219970408000013648";"COUSTERON";"Fromage au lait de vache pasteurisé";"460g"
"A0219920521000038958";"ST MORET";"Fromage à tartiner portion individuelle";"180g"
"A0219910103000041598";"SANS MARQUE";"Petit Munster";"200g"
"A0219940106000021931";"FRECH";"Fromage Petit munster fermier au lait cru AOP";"200G"
"P020000000001G4";"RICHESMONTS";"Fromage à raclette";"420g"
"P02000000000472";"SAINT AGUR";"Fromage à pâte persillée";"155g"
"A0220150702000860978";"RICHESMONTS";"Fromage pour tartiflette";"450g"
"A0220130726000655351";"SAINT AGUR";"Crème de fromage fondu au lait de vache";"250g"
"P020000000003K3";"CAPRICE DES DIEUX";"Fromage à pâte molle";"200g"
"A0220150202000803565";"COEUR DE LION";"Coulommiers extra crémeux";"385g"
"A0220140728000796575";"CAPRICE DES DIEUX";"Mini caprice en portion";"5x50g"
"A0220100728000038895";"RICHESMONTS";"Fondue savoyarde aux 3 fromages";"450g"
"A0220040915000242485";"RICHESMONTS";"Plateau raclette classique 3 poivres et de caractère";"700g"
"A0219880822000030830";"LE RUSTIQUE";"Coulommiers";"350g"
"A0220130515000645919";"PAVE D AFFINOIS";"Fromage à pâte molle x6";"180g"
"A0219930526000017107";"RIANS";"Cabécou du Périgord";"105g"
"P020000000004WT";"AUCHAN";"Roquefort AOP";"195g"
"A0220151221000018301";"FICELLO";"Bâtonnets emmental";"84g"
"A0220160126000014062";"AUCHAN";"Billes de Mozzarella";"150g"
"A0220090225000372528";"AUCHAN MMM!";"Cancoillotte à l'ail";"250g"
"A0220070426000236515";"GALBANI";"Mini mozzarella";"150g"
"A0220141106000800349";"AUCHAN";"Crousty à l'emmental et mozzarella";"180g"
"A0219931203000015281";"GILLOT";"Camembert de Normandie AOP";"250g"
"P020000000002O6";"AUCHAN BIO";"Emmental en bloc";"250g"
"P0200000000036Y";"AUCHAN";"Meule fruitée";"400g"
"P0200000000034V";"PRESIDENT";"Bûche de chèvre fondante";"180g"
"P0200000000034X";"PRESIDENT";"Emmental râpé fondant";"200g"
"P020000000002B2";"MADAME LOIK";"Fromage fouetté frais nature et sel de Guérande";"180g"
"P020000000003KW";"SAINT ALBRAY";"Fromage français à pâte molle";"310g"
"A0220160426000017087";"AUCHAN";"St Paulin";"100g"
"A0220160317000029926";"WYKEFARMS";"Cheddar mature";"200g"
"A0220160215000024713";"FICELLO";"Bâtonnets de fromage à effilocher à l'emmental";"168g"
"P020000000004AC";"AUCHAN BIO";"Mozzarella bufala AOP";"125g"
"A0220160317000030123";"GIOVANNI FERRARI";"Parmigiano Reggiano râpé AOP";"60g"
"A0220151120000013935";"JURAFLORE";"Comté bio AOP";"200g"
"A0220150904000863278";"GALBANI";"Grana Padano râpé AOP";"60g"
"A0220150708000861173";"AUCHAN ESSENTIEL";"Coulommiers";"350g"
"A0220130327000643401";"FROMAGERIE MILLERET";"Charcennay";"230g"
"A0220130311000029084";"SAINT ALBRAY";"Fromage en portion";"6x30g"
"A0220121231000548262";"LE CH'TI";"Maroilles AOP";"575g"
"A0220120927000547222";"PHILADELPHIA";"Cream cheese à tartiner nature";"300g"
"A0220120830000546541";"PRESIDENT";"Emmental en sel réduit";"200g"
"A0220120417000306518";"AUCHAN";"Mascarpone";"250g"
"A0220110719000380387";"AUCHAN";"Tomme des Pyrénées IGP";"200g"
"A0220120911000031995";"AUCHAN";"Ricotta";"250g"
"A0220111012000234853";"JURAFLORE";"Comté en bloc affiné 9 mois AOP";"200g"
"A0220100701000032173";"MERE RICHARD";"Saint Marcellin";"2x80g"
"A0220100701000032441";"MERE RICHARD";"Saint Félicien";"180g"
"A0220081216000021530";"AUCHAN GOURMET";"Feta grecque AOP";"200g"
"A0220080915000047510";"AUCHAN MMM!";"Sainte-Maure de Touraine AOP";"250g"
"A0220080915000047520";"AUCHAN MMM!";"Camembert de Normandie AOP";"250g"
"A0220090505000011853";"FLEURON DU PLESSIS";"Pont l'évêque AOP au lait cru";"360g"
"A0220090319000047243";"AUCHAN BIO";"Feta grecque AOP";"200g"
"A0220080916000047902";"AUCHAN MMM!";"Chaource AOP";"250g"
"A0220080915000047458";"AUCHAN MMM!";"Brie de Meaux AOP";"200g"
"A0220080527000246432";"CASA AZZURA";"Grana Padano rapé AOP";"100g"
"A0220080527000246293";"CASA AZZURA";"Mascarpone";"500g"
"A0220070816000541472";"AUCHAN";"Edam";"290g"
"A0220080407000015994";"PRESIDENT";"Emmental râpé fondant";"350g"
"A0220070820000541950";"AUCHAN ESSENTIEL";"Brie";"500g"
"A0220060809000035614";"AUCHAN";"Mozzarella spéciale cuisine";"400g"
"A0220060203000396993";"GALBANI";"Mozzarella râpée";"150g"
"A0220040420000236845";"AUCHAN MMM!";"Petit Pont-l'Evêque AOP";"240g"
"A0220000622000801028";"AUCHAN";"Emmental râpé français";"3x70g"
"A0220021220000302079";"AUCHAN";"Crottin de chèvre";"2x60g"
"A0220020927000300177";"SOIGNON";"Bûche de chèvre allégée";"180g"
"A0220000622000801032";"AUCHAN";"Emmental râpé français";"350g"
"A0220000126000793909";"CHAUSSEE AUX MOINES";"Fromage au lait de vache pasteurisé";"450g"
"A0220020425000548483";"AUCHAN ESSENTIEL";"Double crème";"180g"
"A0219970721000013298";"LESIRE";"Quart de Maroilles AOP";"200g"
"A0219960916000039754";"GERENTES";"Bleu doux fromage bleu au lait de montagne 25%MG";"400g"
"A0219900917000032146";"AUCHAN";"Fromage de chèvre";"180g"
"A0219900919000032165";"AUCHAN";"Roquefort AOP";"150g"
"A0219931207000016877";"GRAINDORGE";"Demi Pont l'Evêque";"180g"
"A0219940328000010360";"SOIGNON";"Fromage mi-chèvre";"180g"
"A0219961029000016506";"AUCHAN";"Mimolette jeune en tranche";"200g"
"A0219961029000016505";"AUCHAN";"Gouda en tranche";"200g"
"A0219861107000020407";"LA FERMIERE";"Brousse au lait entier moulée à la louche doux et frais";"400g"
"A0220030311000029459";"POCHAT & FILS";"Demi-reblochon fruitier AOP";"240g"
"A0219970404000012910";"VENTOUX";"Brousse fraîche au lait de vache";"400g"
"A0219910820000013602";"LA FERMIERE"
"A0220000803000012294";"AUCHAN MMM!";"St Félicien";"180g"
"A0219960301000044734";"LEDUC";"Maroilles mignon AOP";"380g"
"P0200000000005L";"MOULIN D'OR";"Gouda en tranche";"200g"
"P020000000000FH";"SANS MARQUE";"Petit cru des Alpes";"200g"
"P020000000000K3";"POUCE";"Fromage fondu à la crème";"160g"
"A0220040614000182877";"VERT BOSQUET";"Emmental râpé";"200g"
"A0220110830000183360";"FROMAGE";"Dès de fromage";"275g"
"A0220130814000189918";"LE MONTAGNON";"Fromage morbier AOP ";"300G"
"A0220050905000185688";"FROMAGE";"St Paulin";"200g"
"P020000000005O7";"AUCHAN BIO";"Gouda en tranche";"160g"
"A0220111118000029031";"SANS MARQUE";"Saint Paulain Fromage";"165g"
"A0220100531000020589";"FROMAGE A LA COUPE";"Aligot de l'Aubrac filière responsable";"500g"
"A0220060627000020459";"CHEVREFEUILLE";"Fromage au lait de chèvre et airelles";"80g"
"A0220120906000019663"
"P020000000005XA";"BOURSIN";"Fromage à tartiner à l'ail et aux fines herbes";"10x16g"
"A0220150617000809958";"SANS MARQUE";"Gouda au cumin";"160g"
"P020000000005SE";"AGOUR";"Ossau Iraty AOP";"160g"
"A0220150617000809957";"FROMAGE";"Gouda jeune";"195g"
"P020000000006VK"
"P020000000007CS";"LEGENDES DU POITOU";"Le tourteau gâteau au fromage blanc bio";"250g"
"P020000000007LO";"GALBANI";"Mozzarella bio";"125g"
"A0220160802000048278";"FROMACOEUR";"Billes de chèvres cœur de miel et truffes";"90g"
"A0220180816000656532";"JURAFLORE";"Comté AOP affiné 20 mois Filière Responsable AOP";"220g"
"A0220120809000025212";"PIERUCCI";"V'Pecurinu Tomme corse";"200g"
"A0220090622000041185";"FROMAGE A LA COUPE";"Plateau de 5 fromages";"400g"
"P02000000000871";"TARTARE";"Fromage frais à tartiner à l'ail et fines herbes";"150g"
"P020000000008E6";"PRESIDENT";"Emmental râpé bio";"150g"
"P020000000008Q2";"APERICUBE";"Cubes de fromage apéritif Saveurs de l'authentique";"250g"
"P0200000000094U";"AUCHAN BIO";"Emmental rapé";"350g"
"P020000000009GD";"LEERDAMMER";"L'Original Fromage nature en tranche";"200g"
"P02000000000A31";"LA FROMAGERIE DES CEVENNES";"Barquette découverte 3 fromages de chèvre";"160g"
"P02000000000A3H";"AUCHAN BIO";"Emmental en tranche";"160g"
"P02000000000AI8";"AUCHAN ESSENTIEL";"Fromage râpé";"200g"
"P02000000000B2U";"LE GRAND SAPIN";"Fromage petit munster AOP";"200g"
"P02000000000CLS";"AUCHAN BIO";"Mimolette en tranche";"160g"
"A0220190716000607988";"SANS MARQUE";"Trio mini fromage Tomme Suisse truffes aïl des ours et piment d'espelette";"180g"
"A0220190913000043688";"LA POINTE PERCEE";"Fromage à fondue savoyarde";"400g"
"P02000000000JHO";"KIRI";"Fromage fondu à tartiner";"432g"
"P02000000000KLU";"CHAUMES";"Chaumes en tranches";"150g"
"P02000000000L9J";"KIRI";"Fromage fondu à la crème en portion";"432g"
"P02000000000LNP";"ST MORET";"Billes Apéritifs cœur saumon fumé";"100g"
"P02000000000LNO";"ST MORET";"Apéritif billes au coeur de figues";"100g"
"P02000000000LNK";"ST MORET";"Apéritif Billes fourrées échalotes persil et cœur de thon";"100g"
"P02000000000MSX";"ST MORET";"Spécialité fromagère bio en portions";"180g"
"P02000000000OW2";"PAYSAN BRETON";"L'Apéro Madame Loïk fromage fouetté et saumon";"120g"
"A0220200428000648693";"FROMAGE A LA COUPE";"Parmesan reggiano 30 mois d'affinage AOP";"200g"
"P02000000000SIW";"ENTREMONT";"L'Emmental Français râpé extra fin";"402g"
"P02000000000T1M";"PAVE D AFFINOIS";"Mini fromage à pâte molle bio";"5x25g"
"P02000000000TGL";"ENTREMONT";"Plateau de fromages à raclette 3 recettes";"600g+33%"
"P02000000000WMH";"SANS MARQUE";"Mascarpone";"250g"
"P02000000001055";"KIRI";"Fromage fondu à la crème en portion";"144g"
"P020000000010NT";"PIERUCCI";"Brocciu Frescu AOP 13,5% MG";"250g"
"P020000000012G9";"TARTARE";"Fromage frais à tartiner à l'ail et fines herbes";"140g"
"P020000000014VZ";"LA FERME DU PRIEURE";"Séchon du prieuré fromage fermier de vache au lait cru";"90g"
"P020000000014ZI";"LA VACHE QUI RIT";"Fromage fondu en portion";"256g"
"A0220210430000983423";"FROMAGE A LA COUPE";"Fourme d'Ambert AOP";"120g"
"A0220210702000984693";"SANS MARQUE";"Buche de chèvre au citron";"170g"
"P020000000018EC";"LEERDAMMER";"Fromage nature spécial baguette en tranche";"160g"
"A0220161010000242245";"EXTREME";"Cône glacé chocolat pistache";"426g"
"A0220161010000242219";"EXTREME";"Cône glacé au café";"426g"
"A0220161230000346387";"EXTREME";"Cône glacé sundae caramel fondant";"396g"
"A0220170103000348293";"EXTREME";"Mini-cône glacé au sundae caramel et chocolat";"312g"
"A0220161019000243389";"EXTREME";"Cône glacé à la fraise et vanille";"426g"
"A0220140113000544488";"SMARTIES";"Bâtonnet glacé à la vanille avec des éclats de smarties";"260g"
"A0220140919000798773";"EXTREME";"Cône glacé au chocolat";"426g"
"A0220140113000544206";"PIRULO";"Glace à l'eau mutifruits";"350g"
"A0220050707000013326";"AUCHAN";"Poêlée 4 saisons";"750g"
"A0220161010000242202";"EXTREME";"L'original Cône glacé menthe chocolat";"426g"
"A0220170609000013551";"AUCHAN";"Bûche glacée façon dame blanche";"530g"
"A0220130322000543246";"AUCHAN RIK & ROK";"Tub igloo bâtonnets de glace à l'eau fruité";"850g"
"A0220070330000218562";"AUCHAN";"Glace à la menthe et copeaux de chocolats";"500g"
"A0220070105000034680";"OASIS";"Bâtonnet glacé sorbet multifruits";"400g"
"A0219980615000644037";"AUCHAN";"Cône glacé chocolat pistache";"396g"
"A0219990517000544984";"AUCHAN";"Mini pot glacé vanille-chocolat et vanille-fraise";"360g"
"A0220160427000019146";"AUCHAN";"Cône glacé caramel au beurre salé";"426g"
"A0220150512000807647";"EXTREME";"Cône glacé vanille et vanille chocolat";"544g"
"A0220130118000641403";"AUCHAN";"Bâtonnet de sorbet aux fruits rouges et pommes";"500g"
"A0220040216000027092";"AUCHAN";"Glace à la vanille et aux noix de pécan sauce caramel";"490g"
"A0219980309000325999";"AUCHAN";"Glace raisins au Rhum";"528g"
"A0220170330000543412";"HAAGEN DAZS";"Crème glacée en pot cookie dough";"551g"
"A0220170330000543404";"HAAGEN DAZS";"Crème glacée en pot à la vanille";"567g"
"A0220161108000300265";"MAGNUM";"Bâtonnet glacé double framboise";"292g"
"A0220151215000017259";"MAGNUM";"Bâtonnet glacé double caramel";"292g"
"A0220151215000017273";"MAGNUM";"Bâtonnet glacé double chocolat";"276g"
"A0220131224000242854";"MAGNUM";"Bâtonnet glacé à la fraise enrobé de chocolat blanc";"540g"
"A0220131224000242887";"CARTE D'OR";"Crème glacée à la vanille et aux noix de pécan";"500g"
"A0220140717000796168";"AUCHAN MMM!";"Mini feuilletés";"360g"
"A0220171222000306738";"AUCHAN";"Cône glacé double enrobage noisette";"201g"
"A0220171219000302276";"BEN & JERRY'S";"Glace en pot fudge brownie vegan";"395g"
"A0220171205000235217";"MILKA";"Batônnet glacé almond et caramel";"234g"
"A0220171205000234879";"NESTLE";"Bâtonnet de glace à l'eau mix aromatisé aux fruits";"300g"
"A0220171123000047658";"MC CAIN";"Just au four - Frites allumettes croustillantes";"875g"
"A0220171123000047560";"MC CAIN";"Frites croustillantes tradition";"1,04kg"
"A0220171205000234137";"SNICKERS";"Barre glacée au chocolat blanc avec cacahuètes et caramel";"245g"
"A0220170718000049563";"SEA GOLD";"1/2 Langouste qualité traiteur";"170g"
"A0220170628000031343";"BLINI";"Ambiance de Fêtes petits feuilletés";"965g"
"A0220170630000032168";"BLINI";"Sélection Traiteur Petits fours";"415g"
"A0220170629000031866";"ERHARD";"Bûche glacée caramel beurre salé et crème brulée";"420g"
"A0220170623000026039";"SANS MARQUE";"Steak de thon germon sans arête poisson sauvage cru";"250g"
"A0220170619000023903";"ISLA DELICE";"Burger halal de poulet rôti";"640g"
"A0220170602000010027";"AUCHAN";"Mini viennoiserie";"300g"
"A0220170519000302969";"AUCHAN MMM!";"Gambas géante sauvage";"600g"
"A0220170515000231360";"AUCHAN";"Lasagnes saumon épinards";"900g"
"A0220170202000378323";"MAGNUM";"Bâtonnet glacé menthe enrobé de chocolat au lait";"310g"
"A0220170113000366366";"LA BELLE AUDE";"Crème glacée vanille Bourbon de Madagascar";"356g"
"A0220170117000369705";"ISLA DELICE";"Burger à l'oignon préparation viande hachée halal";"960g"
"A0220161230000346775";"AUCHAN";"Coquillette au jambon et emmental";"400g"
"A0220161223000343295";"AUCHAN";"Tagliatelles et noix de Saint-Jacques";"300g"
"A0220161202000320036";"MC CAIN";"Solution pour un repas unique";"400g"
"A0220161108000300259";"MAGNUM";"Bâtonnet glacé chocolat au lait enrobé de chocolat noir";"296g"
"A0220160725000047314";"WEI MING";"Crevette enrobée de pomme de terre";"1,8kg"
"A0220160725000047346";"WEI MING";"Pot de crème glacée sorbet litchi";"390g"
"A0220160629000044410";"AUCHAN";"Pizza cuite sur pierre royale";"370g"
"A0220160526000038068";"FINDUS";"Mini churros de pomme de terre";"600g"
"A0220160525000037934";"CHARAL";"Burgers authentiques viande race charolaise";"400g"
"A0220160513000036763";"ESCAL";"Escargot de Bourgogne recette à la Bourguignonne label rouge";"97g"
"A0220160331000031909";"BUITONI";"Pizza la grandiosa 4 fromages";"570g"
"A0220160115000021710";"FINDUS";"Galette de pommes de terre croustine";"420g"
"A0220160115000021729";"FINDUS";"Filet de cabillaud sans arête MSC";"400g"
"A0220151229000019380";"MARS";"Barre glacée au caramel";"292,6g"
"A0220151215000017301";"MAGNUM";"Assortiment de bâtonnets glacés";"626g"
"A0220150616000809860";"CHARAL";"Burger montagnard";"350g"
"A0220150609000809160";"PILPA"
"A0220150323000805977";"BIOLINDER";"Gambas bio entières crues";"325g"
"A0220150409000806534";"SANS MARQUE";"Pavé de saumon bio Atlantique avec peau sans arêtes";"250g"
"A0220150123000803124";"SCHAR";"Petit pain sans gluten";"350g"
"A0220140723000796449";"MARIE";"Paëlla royale aux petites gambas et safran";"900g"
"A0220140707000795510";"L'ANGELYS";"Bûche glacée vanille caramel beurre salé";"500g"
"A0220140603000792777";"POUCE";"Paëlla";"1kg"
"A0220140428000791352";"FINDUS";"Croustibat bâtonnet pané cabillaud";"450g"
"A0220140210000658687";"GELUS";"Sardines entières";"1kg"
"A0220140204000658420";"BLINI";"Petites tartelettes";"300g"
"A0220140107000324035";"MAGNUM";"Bâtonnet glacé fraise chocolat blanc";"360g"
"A0220140103000301069";"AUCHAN";"Mini croque monsieur";"240g"
"A0220131125000038123";"MARIE";"Hachis parmentier";"1kg"
"A0220131125000038213";"MARIE";"Moussaka au boeuf";"850g"
"A0220130902000656243";"AUCHAN";"Persil coupé";"250g"
"A0220130902000656246";"AUCHAN";"Ail coupé";"250g"
"A0220130726000655323";"PILPA";"Bûche glacée création omelette norvégienne";"368g"
"A0220130723000655160";"MC CAIN";"Mini rösti nature";"600g"
"A0220130614000650666";"AUCHAN GOURMET";"Tarte au citron meringuée";"480g"
"A0220130607000648953";"BUITONI";"Mini pizza à la tomate et mozzarella";"270g"
"A0220130611000649581";"BONDUELLE";"Petits pois extra-fondant";"750g"
"A0220121220000540944";"ORIENTAL VIANDES";"Hachés extra tendre ";"10 pièces"
